URL FOR CHECKING,Company,Descriptions,3 Yrs Growth,Industry,State,City,Year Founded,Website
https://www.inc.com/profile/canal-capital-management?listid=495,Canal Capital Management,"Provider of a simple and understandable process for investment clients to grow, protect and eventually transfer their wealth.Profile",81%,Financial Services,VA,Richmond,,
https://www.inc.com/profile/clear-measure?listid=495,Clear Measure,Manages the software engineering for mid-market companies from technical strategy to support.Profile,80%,Software,TX,Austin,,
https://www.inc.com/profile/prosphire?listid=495,ProspHire,"A management consulting firm focused on health care advisory, project delivery and strategic resourcing to help clients solve major challenges.Profile",80%,Business Products & Services,PA,Pittsburgh,,
https://www.inc.com/profile/highland-commercial-roofing?listid=495,Highland Commercial Roofing,"Commercial roofing contractor performing re-roofing and roof repair services to a diversified mix of commercial, industrial, office and multi-family properties.Profile",80%,Construction,CA,Baldwin Park,,
https://www.inc.com/profile/luminos-labs?listid=495,Techromix Solutions,"Offers digital commerce options including strategy, design, build, and managed services. Serves B2C, B2B, and B2B2C clients.Profile",80%,IT Services,WI,MILWAUKEE,,
https://www.inc.com/profile/onfleet?listid=495,Onfleet,"Last-mile delivery software helping businesses assign and track their deliveries, communicate with drivers and customers, and scale operations.Profile",80%,Software,CA,San Francisco,,
https://www.inc.com/profile/winterberry-group?listid=495,Winterberry Group,"A strategic management consultancy specializing in the intersecting disciplines of advertising, marketing, data, technology and commerce.Profile",80%,Advertising & Marketing,NY,New York,,
https://www.inc.com/profile/lone-star-analysis?listid=495,Lone Star Analysis,Solutions provider offering predictive and prescriptive analytics and proprietary AI services to help customers make smarter decisions faster.Profile,80%,IT Services,TX,Addison,,
https://www.inc.com/profile/apollo-insurance-group?listid=495,Apollo Insurance Group,"Missouri-based health insurance brokerage serving clients in the areas of group benefits, individual plans and Medicare.Profile",80%,Insurance,MO,LEES SUMMIT,,
https://www.inc.com/profile/skyway-capital-markets?listid=495,Skyway Capital Markets,"Firm aiding private business owners seeking to exit, transition or accelerate the growth of their business.Profile",80%,Financial Services,FL,TAMPA,,
https://www.inc.com/profile/ramtech-building-systems?listid=495,Ramtech Building Systems,"A design-build leader in modular construction, advancing efficiency and productivity in the commercial construction industry by way of offsite manufacturing.Profile",80%,Construction,TX,Mansfield,,
https://www.inc.com/profile/placers?listid=495,Placers,"Staffing firm enabling Delaware businesses by combining temporary staffing services, direct hire support and contingent workforce management.Profile",80%,Business Products & Services,DE,Newark,,
https://www.inc.com/profile/basys?listid=495,Basys,FinTech organization providing outstanding service and creating unique business solutions for clients to help them grow their profits.Profile,80%,Financial Services,KS,Lenexa,,
https://www.inc.com/profile/infinity-online-marketplace?listid=495,TankAndBarrel.com,"Online, authorized dealer for water, chemical and fuel tanks for both residential and industrial usage.Profile",80%,Retail,MO,St. Peters,,
https://www.inc.com/profile/w2-consulting-oration?listid=495,W2 Consulting Corporation,"Consultants delivering high-quality project and program management, research and evaluation, strategic communications and branding, training and technical assistance.Profile",80%,Business Products & Services,MD,Laurel,,
https://www.inc.com/profile/improving?listid=495,Improving,"A complete IT services company offering cutting-edge consulting, software development, outsourcing and training to help clients prosper.Profile",80%,IT Services,TX,Plano,,
https://www.inc.com/profile/kinetix?listid=495,Kinetix,"Services fire alarms, fire sprinklers, fire suppression, fire pumps, and fire dampers. The company's team services, designs, and installs systems in large commercial and government facilities nationwide.Profile",80%,Security,MI,Sparta,,
https://www.inc.com/profile/the-cervantes-group?listid=495,Cervantes Group,"IT solutions company helping customers run successful projects through new technology architecture, e-Business solutions, mobile applications and sustaining legacy systems.Profile",80%,IT Services,IL,Chicago,,
https://www.inc.com/profile/five-guys-roofing?listid=495,Five Guys Roofing,"A family-owned and operated, full-service residential and commercial roofing company aiming to become one of the largest in Arizona.Profile",80%,Construction,AZ,"Gilbert,",,
https://www.inc.com/profile/piedmont-payment-services?listid=495,PIEDMONT PAYMENT SERVICES,A payments manager allowing consumers to manage their bills based on their pay schedule instead of the once-per-month bill date.Profile,80%,Financial Services,GA,Columbus,,
https://www.inc.com/profile/snapit-solutions?listid=495,SnapIT Solutions,"IT services firm providing solutions and placements for companies through a personalized, scalable model and low-risk alternative to sourcing talent.Profile",80%,Software,KS,Overland Park,,
https://www.inc.com/profile/jlg-architects?listid=495,Johnson Laffen Galloway Architects,"Provides architecture and design services to a range of businesses in Minnesota, South Dakota and North Dakota. A 100-percent employee-owned full-service firm.Profile",80%,Construction,MN,Minneapolis,,
https://www.inc.com/profile/heiden?listid=495,Heiden,A leading IT company dedicated to delivering cutting-edge technology solutions to businesses of all sizes.Profile,80%,IT Services,MI,Saginaw,,
https://www.inc.com/profile/srs-web-solutions?listid=495,SRS Web Solutions,"Health care software company helping more than 5,000 health care offices improve productivity and automation through digital transformation.Profile",80%,Software,MN,Minneapolis,,
https://www.inc.com/profile/optifuse?listid=495,Triad Components Group,"Firm making the world safer by designing, manufacturing and distributing high-quality circuit protection and switching components that people can trust.Profile",80%,Manufacturing,CA,El Cajon,,
https://www.inc.com/profile/micamp-solutions?listid=495,MiCamp Solutions,Global fintech leader specializing in secure payment-processing solutions to alleviate payment challenges for merchants and partners.Profile,80%,Financial Services,AZ,Scottsdale,,
https://www.inc.com/profile/stratos-consulting?listid=495,Stratos Consulting,Consulting firm advising and enabling businesses to scale successes by leveraging deep expertise and proven methodology using a data-driven approach.Profile,80%,IT Services,MA,Boston,,
https://www.inc.com/profile/comtech-computer-services?listid=495,ComTech Computer Services,Certified technicians managing every aspect of your business technology and working round-the-clock to ensure it's in peak condition.Profile,80%,IT Services,NC,GRAHAM,,
https://www.inc.com/profile/jackrabbit-technologies?listid=495,Jackrabbit Technologies,"Award-winning provider of the most responsive, reliable and robust cloud-based solutions in the youth activity industry.Profile",80%,Software,NC,Huntersville,,
https://www.inc.com/profile/AssistPro?listid=495,AssistPro,Virtual executive assistant provider partnering with clients to tailor services to fit their individual organizational needs.Profile,80%,Business Products & Services,KS,Baldwin City,,
https://www.inc.com/profile/action-packaging?listid=495,Action Packaging,"Industry leader in reclosable zip, poly and custom packaging serving the health care, industrial, food service and general supply industries.Profile",80%,Business Products & Services,IL,Bensenville,,
https://www.inc.com/profile/odessa?listid=495,Odessa,Leasing industry software company providing loan origination and portfolio-management solutions to some of the largest global brands.Profile,79%,Software,PA,Philadelphia,,
https://www.inc.com/profile/br-building-resources-company?listid=495,B.R. Building Resources Company,"Commercial construction company offering comprehensive services from master planning to design-build, general contracting, project management and subcontracting.Profile",79%,Construction,CA,Glendora,,
https://www.inc.com/profile/triune-infomatics?listid=495,Triune Infomatics,"An IT staffing and consultancy firm that helps organizations with temporary staffing, executive staffing, permanent placements and mobile app development. Based in California with clients such as Geico and AT&T.Profile",79%,Human Resources,CA,Fremont,,
https://www.inc.com/profile/occu-tec?listid=495,OCCU-TEC,"Full-service environmental, safety and critical fuel consulting firm with 40 years of experience.Profile",79%,Environmental Services,MO,North Kansas City,,
https://www.inc.com/profile/OnCore-Leads?listid=495,OnCore Leads,"Lead generation company delivering high-quality leads on time and on budget, providing clients with excellent service and an excellent product.Profile",79%,Advertising & Marketing,CA,Folsom,,
https://www.inc.com/profile/gurunanda?listid=495,GuruNanda,"Elevating self-care with revitalizing essential oils, advanced oral care and nourishing dietary supplements for a complete journey to well-being.Profile",79%,Health Products,CA,Buena Park,,
https://www.inc.com/profile/proxsys-rx?listid=495,ProxsysRx,Partners with hospitals to establish retail and outpatient pharmacies and to deliver programs and services that improve patient outcomes and create value for health system partners and patients.Profile,79%,Health Services,AL,Birmingham,,
https://www.inc.com/profile/international-industrial-supply?listid=495,International Industrial Supply,"Supplies high performance pneumatic tools, diaphragm pumps, chain hoists, and MRO products to industrial facilities worldwide. Its products are designed to maximize manufacturing output while increasing operational efficiencies.Profile",79%,Business Products & Services,CA,San Marcos,,
https://www.inc.com/profile/more-surface-care?listid=495,MORE Surface Care,"Developing, manufacturing and marketing premium water-based chemical solutions for a wide range of hard surfaces in residential and commercial environments.Profile",79%,Consumer Products,CA,Benicia,,
https://www.inc.com/profile/the-peo-link?listid=495,The PEO Link,National broker connecting businesses with PEOs using our consultative approach to assure they are placed with the best fit.Profile,79%,Business Products & Services,TX,San Antonio,,
https://www.inc.com/profile/avacen-medical?listid=495,AVACEN,"Firm offering OTC products that provide patients with a drug-free, non-invasive solution for temporary pain management.Profile",79%,Health Products,CA,Carlsbad,,
https://www.inc.com/profile/trident-environmental-group?listid=495,Trident Environmental Group,Environmental contracting firm with a courteous and well-educated staff providing high quality solutions for clients' environmental concerns.Profile,79%,Environmental Services,MA,Norfolk,,
https://www.inc.com/profile/mckean-smith?listid=495,McKean Smith,"Law firm focusing on business and employment law, family and estate law and ?bet the farm? civil litigation.Profile",79%,Legal,OR,Portland,,
https://www.inc.com/profile/the-rehab-depot?listid=495,The Rehab Depot,"Provides consulting for real estate investors, house flippers, and contractors through online courses and live events.Profile",79%,Real Estate,IL,Vernon Hills,,
https://www.inc.com/profile/american-medical-staffing?listid=495,American Medical Staffing,A staffing firm serving the health care industry that delivers customized opportunities for high-quality candidates in the field.Profile,79%,Health Services,MD,Hunt Valley,,
https://www.inc.com/profile/Ripple-It?listid=495,RippleIT,Manages IT for small and midsize businesses with between 18 and 188 employees.Profile,79%,IT Services,GA,Atlanta,,
https://www.inc.com/profile/pantheon-systems?listid=495,Pantheon Systems,"An SaaS platform for websites delivering extraordinary performance, empowering teams to develop, test and release changes faster and more reliably.Profile",79%,Software,CA,San Francisco,,
https://www.inc.com/profile/mechanical-advantage-oration?listid=495,Mechanical Advantage Corporation,"A manufacturer's representative for an industrial gear, serving valve manufacturers, valve repair shops and valve distributors directly from its warehouse.Profile",79%,Business Products & Services,TX,The Woodlands,,
https://www.inc.com/profile/skillsets-online-oration?listid=495,Skillsets Online Corporation,"Provider of online training for IT departments globally, blending a large menu, interactive content and quality customer service.Profile",79%,Education,CA,San Ramon,,
https://www.inc.com/profile/franserve?listid=495,FranServe,Largest franchise consulting and expansion organization in the world changing lives through franchise and small business ownership.Profile,79%,Business Products & Services,NJ,UPPER SADDLE RIVER,,
https://www.inc.com/profile/the-planet-group?listid=495,The Planet Group,"Global consulting group working with leading companies in the technology, digital marketing, accounting and human resources sectors.Profile",79%,Business Products & Services,IL,Western Springs,,
https://inc.com/the-build-network/open-book-management-barrett.html,Barrett Distribution Centers,"Operator of 25 fulfillment and distribution centers nationally, delivering e-commerce fulfillment solutions that meet the requirements of all major retailers.Profile",78%,Logistics & Transportation,MA,FRANKLIN,,
https://www.inc.com/profile/emergent-clinical-consulting?listid=495,Emergent Clinical Consulting,A contract research organization serving MedTech companies and bringing medical innovations to market through optimized clinical solutions.Profile,78%,Health Services,PA,Collegeville,,
https://www.inc.com/profile/lifescape-colorado?listid=495,Lifescape Colorado,"Denver-based, full-service landscape architecture, design, construction and property-care company serving high-touch residential and commercial properties.Profile",78%,Construction,CO,Denver,,
https://www.inc.com/profile/dell-boomi?listid=495,Boomi,"Data company offering integration-platform-as-a-service (iPaaS) to more than 18,000 customers to manage and orchestrate data, while connecting applications and processes.Profile",78%,Software,PA,Conshohocken,,
https://www.inc.com/profile/absolute-web-services?listid=495,Absolute Web,"Digital commerce and creative marketing agency helping companies achieve e-commerce goals through custom design, development, API integration and digital marketing.Profile",78%,Advertising & Marketing,FL,Miami,,
https://www.inc.com/profile/51blocks?listid=495,51Blocks,"White label digital marketing agency eliminating every aspect of managing fulfillment, operations, clients and team, so you can just sell.Profile",78%,Advertising & Marketing,CO,Littleton,,
https://www.inc.com/profile/core-technology-services?listid=495,Core Technology Services,Technology service provider focused on a Compliance-driven IT service delivery model with comprehensive managed IT and IT security services.Profile,78%,IT Services,TX,Katy,,
https://www.inc.com/profile/biogenetix?listid=495,Biogenetix,"Wholesaler delivering cutting-edge, pure nutritional supplements, crafted with precision for health care professionals, merging science and nature for optimal results.Profile",78%,Health Products,FL,Clearwater,,
https://www.inc.com/profile/crisp-video-group?listid=495,Crisp,"Provider of unparalleled support and guidance to law firms via superior brand differentiation, world-class video marketing and transformational leadership coaching.Profile",78%,Advertising & Marketing,GA,Atlanta,,
https://www.inc.com/profile/amigo-mobility-international?listid=495,Amigo Mobility International,"Family-owned business manufacturing solutions for home and grocery store use, material handling and general aviation products all made in Michigan.Profile",78%,Manufacturing,MI,Bridgeport,,
https://www.inc.com/profile/total-care-connections?listid=495,Total Care Connections,"In-home health care service with nurse-led team providing companionship, personal care and private nursing, up to 24 hours a day.Profile",78%,Health Services,AZ,Tempe,,
https://inc.com/magazine/202311/staff/how-to-grow-fast-without-breaking-things.html,Business Lending Blueprint,School for entrepreneurs who want to build lucrative and recession-proof businesses in the lending industry as business loan brokers.Profile,78%,Education,NY,New York,,
https://www.inc.com/profile/community-construction-group?listid=495,COMMUNITY CONSTRUCTION GROUP,"Construction company working to advance the perception of construction in the multifamily housing industry, specializing in affordable housing.Profile",78%,Construction,GA,Roswell,,
https://www.inc.com/profile/healthcare-it-leaders?listid=495,Healthcare IT Leaders,Provides IT consulting and staffing for the healthcare industry with clients such as Johns Hopkins.Profile,78%,Health Services,GA,Alpharetta,,
https://www.inc.com/profile/aurigo-software-technologies?listid=495,Aurigo Software Technologies,"Helps public sector agencies and facility owners plan, deliver and maintain capital projects and assets safely and efficiently. Its product suite can now manage the full construction lifecycle including critical processes related to safety, quality, maintenance and business operations.Profile",78%,Software,TX,Austin,,
https://www.inc.com/profile/gadellnet-consulting-services?listid=495,GadellNet Consulting Services,"Connecting clients with technology to advance their visions through consulting and planning, project management, cybersecurity, infrastructure and more.Profile",78%,IT Services,MO,St. Louis,,
https://www.inc.com/profile/local?listid=495,LOCAL Industries/Local Partners,"Agency that uses change management and marketing, creating stories that find common ground between companies and employees.Profile",78%,Advertising & Marketing,GA,Atlanta,,
https://www.inc.com/profile/stage-4-solutions?listid=495,Stage 4 Solutions,Provides Fortune 500 and emerging high-technology with marketing professionals for both short-term and long-term needs.Profile,78%,Human Resources,CA,Saratoga,,
https://www.inc.com/profile/venn-technology?listid=495,Venn Technology,Business consultant partnering with midsize organizations and software publishers to implement systems and automate workflows.Profile,78%,Business Products & Services,TX,Grapevine,,
https://www.inc.com/profile/madison-logic?listid=495,Madison Logic,Firm empowering B2B marketers to convert their best accounts faster by engaging with the most influential individuals.Profile,78%,Advertising & Marketing,NY,New York,,
https://www.inc.com/profile/silverthorne-development-co?listid=495,Silverthorne Development,A top privately held construction firm devoted to building trailblazing homes for families across Northern Illinois and Eastern Iowa.Profile,78%,Construction,IL,SYCAMORE,,
https://www.inc.com/profile/CIO-Landing?listid=495,CIO Landing,"IT consultancy specializing in comprehensive IT solutions, focusing on cybersecurity, compliance and technology innovation.Profile",78%,IT Services,IL,Northfield,,
https://www.inc.com/profile/fluentstream?listid=495,FluentStream,Cloud communication company simplifying and automating how small- and medium-sized organizations communicate with their customers.Profile,78%,Telecommunications,CO,Denver,,
https://www.inc.com/profile/serve-first-solutions?listid=495,Serve First Solutions,"Firm offering payment processing services, including credit and debit-card transactions, for small to midsize merchants.Profile",77%,Financial Services,CA,Cotsa Mesa,,
https://www.inc.com/profile/advanced-powder-products?listid=495,Advanced Powder Products,"Provider of powdered metal products and services for the industrial, sporting goods, medical and defense industries, producing precision metal components.Profile",77%,Manufacturing,PA,Philipsburg,,
https://www.inc.com/profile/netreo?listid=495,Netreo,"Full-stack IT infrastructure management solution providing comprehensive insights into enterprise computing resources, enabling businesses to correlate performance with business results.Profile",77%,Software,CA,Huntington Beach,,
https://www.inc.com/profile/winslow-technology-group?listid=495,Winslow Technology Group,"Supplies IT storage services that are easy to use, affordable and full of unique features.Profile",77%,IT Services,MA,WALTHAM,,
https://www.inc.com/profile/graydaze-contracting?listid=495,Graydaze Contracting,"Providing a range of specialty contractor services, including commercial painting, concrete coatings and sealant installation.Profile",77%,Construction,GA,Roswell,,
https://www.inc.com/profile/action-termite--pest-control?listid=495,ACTION Termite & Pest Control,Family-operated pest control company in Phoenix with an all-star team of pest industry professionals providing thousands of treatments each year.Profile,77%,Consumer Services,AZ,Phoenix,,
https://www.inc.com/profile/dasco-home-medical-equipment?listid=495,DASCO Home Medical Equipment,"Family-owned company helping families in need of home medical equipment to help people breathe, sleep and feel better.Profile",77%,Health Services,OH,Westerville,,
https://www.inc.com/profile/BB3?listid=495,BB3,Agency infusing vibrancy and strategic innovation into every brand's journey and making each media dollar work tirelessly.Profile,77%,Advertising & Marketing,GA,Atlanta,,
https://www.inc.com/profile/fresh-tri?listid=495,Fresh Tri,Neuroscience-based digital health company creating healthy habits through the trademarked Iterative Mindset Method that builds and sustains healthy behaviors.Profile,77%,Health Services,CA,Felton,,
https://www.inc.com/profile/seesparkgo?listid=495,See.Spark.Go,Team of talented storytellers making brands come to life through a variety of media.Profile,77%,Advertising & Marketing,GA,Athens,,
https://www.inc.com/profile/fulton-grace-realty?listid=495,Fulton Grace Realty,"Provider of residential real estate brokerage and management services with solution-oriented, highly driven and client-focused agents.Profile",77%,Real Estate,IL,Chicago,,
https://www.inc.com/profile/myriad360?listid=495,Myriad360,"A team of expert engineers, architects, project managers and logistics specialists able to deliver the best solutions for your organization.Profile",77%,IT Services,NJ,"West Deptford, NJ",,
https://www.inc.com/profile/49er-communications?listid=495,49er Communications,"Distributes two-way radios to governments and government agencies, fire and police departments, schools and universities, warehouses, and the hospitality industry.Profile",77%,Telecommunications,CA,Nevada City,,
https://www.inc.com/profile/yeisley-financial-group?listid=495,Yeisley Financial Group,"Independent wealth management, financial planning and retirement planning firm focusing on individuals and businesses.Profile",77%,Financial Services,KS,Wichita,,
https://www.inc.com/profile/amistee-air-duct-cleaning-and-insulation?listid=495,Amistee Air Duct Cleaning & Insulation,Provides air duct cleaning and repair services as well as answering customer questions about health and financial concerns related to air duct use.Profile,77%,Environmental Services,MI,Novi,,
https://www.inc.com/profile/kentech?listid=495,KENTECH,"Provides customized, online background checks of job candidates and prospective tenants.Profile",77%,Security,IL,CHICAGO,,
https://www.inc.com/profile/ndustrialio?listid=495,ndustrial.io,Energy intensity platform integrating over 60 different systems into a single view to enable smarter energy decisions in real time.Profile,77%,Software,NC,Raleigh,,
https://www.inc.com/profile/pure-financial-advisors?listid=495,Pure Financial Advisors,"Offers financial planning and asset management, helping clients grow their wealth as they head towards retirement. Also offers retirement education courses to help educate clients regarding wealth management and investment.Profile",77%,Financial Services,CA,San Diego,,
https://www.inc.com/profile/colling-media?listid=495,Colling Media,"A full service marketing company specializing in the negotiation and acquisition of media advertising and placement for television, radio, print, internet, outdoor and other various marketing outlets.Profile",77%,Advertising & Marketing,AZ,Phoenix,,
https://www.inc.com/profile/seel?listid=495,SEEL,Leading minority-owned implementation contractor providing workforce development services to ensure diverse communities are equitably represented in the energy industry workforce.Profile,77%,Energy,MI,Detroit,,
https://www.inc.com/profile/identity-intelligence-group-idiq?listid=495,IDIQ,"Delivering identity theft- and credit report-related alerts, credit report information, positive rental and utility payment reporting and education.Profile",77%,Consumer Services,CA,Temecula,,
https://www.inc.com/profile/fox-harbor?listid=495,Fox Harbor,Pub and grill with 47 employees and $2.6 million in revenue in 2023.Profile,77%,Food & Beverage,WI,Green Bay,,
https://www.inc.com/profile/centerfield-media?listid=495,Centerfield,"Creator of personalized customer experiences and outcome-based marketing solutions for the world's top brands in residential services, insurance, e-commerce and B2B.Profile",77%,Advertising & Marketing,CA,Los Angeles,,
https://www.inc.com/profile/grand-canyon-gas-logs?listid=495,Grand Canyon Gas Logs,"Manufacturer of the ?craft beer? of gas-log fireplaces, providing innovative, hand-crafted, hyper-realistic designs for the hearth industry.Profile",77%,Manufacturing,AZ,Phoenix,,
https://www.inc.com/profile/all-pro-shade-concepts?listid=495,All Pro Shade Concepts,Retractable shade and awnings retailer and installer selling and installing all products with in-house employees and no subcontractors.Profile,77%,Consumer Services,AZ,Phoenix,,
https://www.inc.com/profile/thread?listid=495,Thread,Provides outsourced accounting and payroll and other HR services.Profile,77%,Human Resources,GA,Alpharetta,,
https://www.inc.com/profile/consolidus?listid=495,Consolidus,Branded-materials management company leveraging technology to provide superior service to buyers of branded promotional materials.Profile,77%,Advertising & Marketing,OH,Akron,,
https://www.inc.com/profile/supplycore?listid=495,SupplyCore,"Provides management and technology services to U.S. and foreign agencies, including procurement, warehousing, logistics and facility support.Profile",77%,Government Services,IL,Rockford,,
https://www.inc.com/profile/rehab-medical-billing-services?listid=495,Rehab Medical Billing Services,"Medical billing company offering consulting, contracting and credentialing services for physical and occupational therapy clinics in all 50 states.Profile",76%,Health Services,FL,Ft Lauderdale,,
https://www.inc.com/profile/cortina-solutions?listid=495,Cortina Solutions,Provides engineering and technical support services to governmental agencies including NASA and the Department of Defense.Profile,76%,Government Services,AL,Huntsville,,
https://www.inc.com/profile/zochnet?listid=495,Unified Communications,Rural internet service provider that constructs and provides fiber and fixed wireless internet throughout South Central Texas.Profile,76%,Telecommunications,TX,Giddings,,
https://www.inc.com/profile/clearcom-it-solutions?listid=495,ClearCom IT Solutions,"Managed IT-services firm catering to companies across the U.S. and working in diverse industries, including manufacturing, retail and nonprofits.Profile",76%,IT Services,MA,Sturbridge,,
https://www.inc.com/profile/bsi-orate-benefits?listid=495,BSI Corporate Benefits,"Provides national employee benefits consulting to clients that range from firms with 50 to 5,000 employees. Represents over 100 clients in 40 states and also serves international markets.Profile",76%,Insurance,PA,Bethlehem,,
https://www.inc.com/profile/Further?listid=495,Further Worldwide,"Data, cloud and AI company focusing on turning raw data into the right decisions.Profile",76%,Advertising & Marketing,GA,Atlanta,,
https://www.inc.com/profile/autostar-transport-express?listid=495,AutoStar Transport Express,"Auto shipping company focused on convenience, offering secure transport services for car enthusiasts and corporate fleet managers.Profile",76%,Logistics & Transportation,FL,Miami,,
https://www.inc.com/profile/adnetaccountnet?listid=495,AdNet,Management consulting firm meeting the ongoing demands of the workplace by providing high-quality staffing and executive search services.Profile,76%,Human Resources,MD,Baltimore,,
https://www.inc.com/profile/karpel-solutions?listid=495,Karpel Solutions,"Consultant providing technology solutions including enterprise project solutions, network administration, software and managed services for government and private companies.Profile",76%,Software,MO,St. Louis,,
https://www.inc.com/profile/inflammo?listid=495,Inflammo,"Accounting and finance solutions provider helping organizations accelerate growth through day-to-day accounting, financial leadership, project resources, transaction support and recruiting.Profile",76%,Business Products & Services,TN,Thompson Station,,
https://www.inc.com/profile/lrn-oration?listid=495,LRN Corporation,"SaaS-based compliance management tools, customizable training content and advisory services in ethics and compliance programs.Profile",76%,Business Products & Services,NY,New York,,
https://www.inc.com/profile/thorn-pest-solutions?listid=495,Thorn Pest Solutions,Provides commercial pest management services.Profile,76%,Business Products & Services,UT,Pleasant Grove,,
https://www.inc.com/profile/mobile-works?listid=495,Mobile Works .,Power washing business cementing its reputation in residential and commercial cleaning services with over 18 years of growth and success.Profile,76%,Consumer Services,PA,Chambersburg,,
https://www.inc.com/profile/applied-innovation?listid=495,Applied Innovation,"IT service provider offering imaging, technology, and automation services across diverse sectors, with 98.8% client retention rate.Profile",76%,IT Services,MI,Grand Rapids,,
https://www.inc.com/profile/professional-retail-services?listid=495,Professional Retail Services,"Leader in the facility maintenance industry providing service to America?s top brands throughout the U.S., Canada and Puerto Rico.Profile",76%,Business Products & Services,NY,Bohemia,,
https://www.inc.com/profile/rentec-direct?listid=495,Rentec Direct,"Software platform offering property management and tenant-screening solutions for real estate professionals, providing online rent payments and accounting services.Profile",76%,Software,OR,Grants Pass,,
https://www.inc.com/profile/eco-energy?listid=495,Eco-Energy,Clean energy company delivering low-carbon solutions to the energy supply chain.Profile,76%,Energy,TN,Franklin,,
https://www.inc.com/profile/a-p-ventures?listid=495,A P Ventures,"Woman-owned business offering exceptional commitment to delivering innovative and agile solutions across IT, analytics, cloud, training and human capital.Profile",76%,Government Services,MD,Columbia,,
https://www.inc.com/profile/spavia-day-spa?listid=495,Spavia Day Spa,"A resort-inspired day spa offering result-driven massage treatments, skin care treatments, facials, body wraps, waxing, lash extensions and makeup.Profile",76%,Consumer Services,CO,Greenwood Village,,
https://www.inc.com/profile/refinished-bath-solutions?listid=495,Refinished Bath Solutions,"The manufacturer and retailer of Ekopel, a VOC-free, odorless bathtub refinishing material that can be poured, rolled on or sprayed.Profile",76%,Manufacturing,NH,NASHUA,,
https://www.inc.com/profile/gimbal?listid=495,Infillion,Advertising technology and solutions company with a media buying platform for the digital advertising industry.Profile,76%,Advertising & Marketing,NY,New York,,
https://www.inc.com/profile/groth-makarenko-kaiser?listid=495,Groth Makarenko Kaiser,One of Georgia?s premier civil defense firms known for consistent performance in the courtroom and extensive trial experience.Profile,76%,Legal,GA,Duluth,,
https://www.inc.com/profile/limetree?listid=495,Limetree,"Behavioral marketing company dedicated to making marketing more effective by uniting data, behavioral science and design.Profile",76%,Advertising & Marketing,TX,Dallas,,
https://www.inc.com/profile/blackford-capital?listid=495,Blackford Capital,"A private equity investment firm that acquires, manages, and builds middle-market manufacturing, distribution, and service companies.Profile",76%,Manufacturing,MI,Grand Rapids,,
https://www.inc.com/profile/logistics-plus?listid=495,Logistics Plus,"A leading worldwide provider of transportation, warehousing, fulfillment, global logistics, technology and supply chain solutions.Profile",76%,Logistics & Transportation,PA,Erie,,
https://www.inc.com/profile/silco-fire--security?listid=495,Silco Fire & Security,A trusted family-owned business delivering the best fire protection and security life safety services with the highest quality and reliability.Profile,76%,Consumer Services,OH,Cincinnati,,
https://www.inc.com/profile/new-tech-solutions?listid=495,New Tech Solutions,"Provides hardware staging, custom integration, custom configuration, and asset tagging for large-scale hardware deployments for government agencies.Profile",76%,Government Services,CA,Fremont,,
https://www.inc.com/profile/divisions-maintenance-group?listid=495,Divisions Maintenance Group,"Technology company providing facilities-maintenance services to retail chains, medical facilities, distribution and fulfillment centers nationwide.Profile",76%,Logistics & Transportation,OH,Cincinnati,,
https://www.inc.com/profile/ccs?listid=495,CCS,Firm working with health plans and employer groups to offer educational services for people living with diabetes in the U.S.Profile,76%,Health Services,TX,Dallas,,
https://www.inc.com/profile/vecteezy?listid=495,Vecteezy,"Stock photography marketplace where users can license stock photos, vector graphics and stock footage directly from artists.Profile",76%,Software,KY,Bowling Green,,
https://www.inc.com/profile/propellant-media?listid=495,Propellant Media,"Digital marketing and media solutions provider helping clients maximize leads, elevate customer engagement and increase sales in a competitive world.Profile",75%,Advertising & Marketing,GA,Atlanta,,
https://www.inc.com/profile/field-fastener?listid=495,Field Fastener Supply Company,Manufactures and distributes fasteners that are used with industrial applications. Also provides consulting services to these companies so they can reduce costs.Profile,75%,Manufacturing,IL,Machesney Park,,
https://www.inc.com/profile/facilities-maintenance-management?listid=495,Facilities Maintenance Management,"National provider of maintenance and construction services, licensed in mechanical, plumbing, electrical and as a general contractor.Profile",75%,Construction,LA,Denham Springs,,
https://www.inc.com/profile/production-systems-automation?listid=495,Production Systems Automation,"A privately owned systems integrator providing turnkey services for capital projects including flexible robotic solutions, custom automation machines, and more.Profile",75%,Manufacturing,PA,DURYEA,,
https://www.inc.com/profile/sawyer-manufacturing-company?listid=495,Sawyer Manufacturing Company,"Reputable industrial equipment manufacturer known for its high-quality welding and pipeline tools and innovative, reliable solutions.Profile",75%,Manufacturing,OK,Tulsa,,
https://www.inc.com/profile/redline-electric--solar?listid=495,Redline Electric & Solar,"Full-service electrical and solar contractor run by Joshua Farley, serving clients throughout all of Arizona since 2009.Profile",75%,Construction,AZ,Tempe,,
https://www.inc.com/profile/alliance-consulting-engineers?listid=495,Alliance Consulting Engineers,"Designs and develops roadway infrastructure improvements, rail infrastructure, water distribution systems, fire suppression systems, and wastewater collection systems.Profile",75%,Engineering,SC,Columbia,,
https://www.inc.com/profile/archer?listid=495,Archer,Technology-enabled service provider that delivers outsourced operations to help investment managers grow through new product innovation and cost management.Profile,75%,Financial Services,PA,Berwyn,,
